English,Nagamese,,,,
"For the scripture says to Pharaoh, ""For this very purpose I raised you up, so that I might demonstrate my power in you, and so that my name might be proclaimed in all the earth."" 18","Kilemane pobitro kitab pora Pharoah ke koise, “Itu nimite he moi tumike uthai dise, titia tumikhan uporte moi laga hokti dikhai dibo, aru eneka moi laga naam prithibi sob jaga te janai dibo.” 18",,,,
"So then, God has mercy on whom he wishes, and whom he wishes, he makes stubborn. 19","Itu karone, kun logote Isor pora daya koribole itcha ase, tai ke daya kore, kintu jun uporte Tai mon tan kori dibole itcha kore, taikhan ke mon tan koribole diye. 19",,,,
"You will say then to me, ""Why does he still find fault? For who has ever withstood his will?"" 20","Titia apnikhan pora moike hudibo, “Kile etiya bi Tai golti pai ase? Kun pora Tai laga itcha ke rukhabo parise?” 20",,,,
"On the contrary, man, who are you who answers against God? Will what has been molded say to the one who molds it, ""Why did you make me this way?"" 21","Kintu, O manu, Isor pora itcha kora kaam te alag jowab dibole manu tumi kun ase? Ki saman hath pora bonaise itu saman pora bona manu ke, “Apni kile moike eneka bonaise eneka kobo pare naki?” 21",,,,
"Does the potter not have the right over the clay to make from the same lump a container for honorable use, and another container for dishonorable use? 22","Kumar ekjon pora ki kolsi bonabole itcha ase, itu bonabo nimite mati uporte tai adhikar nohoi? Aru eke mati pora kolsi ekta sonman nimite aru dusra ekta mamuli te chola bo nimite bonabole tai adhikar ase nohoi? 22",,,,
"What if God, who is willing to show his wrath and to make his power known, endured with much patience containers of wrath prepared for destruction? 23","Kintu, jodi Isor he Tai laga khong dikha bole aru Tai laga hokti jonai dibole nimite itcha thakise, itu pora he Tai kolsi kunkhan nosto kori bole bonaise, itu khan ke dhorjo korise koile? 23",,,,
"What if he did this in order that he might make known the riches of his glory upon containers of mercy, which he had previously prepared for glory? 24","Jodi Tai pora itu kora Tai laga dhun laga mohima, kolsi khan uporte daya dikha bole korise koile, kun to Tai age pora mohima nimite bonai kena rakhi dise? 24",,,,
"What if he did this also for us, whom he also called, not only from among the Jews, but also from among the Gentiles? 25","Aru jodi Tai pora itu korise, amikhan nimite jun khan ke Tai mati loise, khali Yehudi khan majot nohoi kintu Porjati khan majot pora bi? 25",,,,
"As he says also in Hosea: ""I will call my people who were not my people, and her beloved who was not beloved. 26","Hosea kitab te Tai pora koi ase: “Kun Moi laga jati thaka nai, Moi taikhan ke Moi laga manukhan eneka matibo, Aru kun age te morom napai kena thakise, taike morom kora khan eneka matibo. 26",,,,
"Then it will be that where it was said to them, 'You are not my people,' there they will be called 'sons of the living God.'"" 27","Aru itu jaga te taikhan ke eneka bi kobo, ‘Tumikhan moi laga manu nohoi,’ Tate taikhan ke, “Jinda Isor laga bacha khan eneka matibo.’” 27",,,,
"Isaiah cries out concerning Israel, ""Though the number of the sons of Israel were as the sand of the sea, it will be a remnant that will be saved, 28","Aru Israel nimite Isaiah jor pora awaj chilai kena koi ase, “Israel bacha khan samundar laga balu nisena bisi thakile bi, Khali basi kena thaka olop jon khan ke he bachabo, 28",,,,
"for the Lord will execute his word on the earth completely and without delay."" 29",Kilemane Probhu pora prithibi uporte Tai laga kotha deri nohoi kena joldi kaam kori lobo.” 29,,,,
"As Isaiah had said previously, ""If the Lord of hosts had not left us descendants, we would be like Sodom, and we would have become like Gomorrah."" 30","Aru Isaiah pora koi thaka nisena, “Jodi sorgo Probhu pora amikhan nimite khandan rakhi diya nai koile, Amikhan bi Sodom aru Gomorrah nisena he hobo ase le.” 30",,,,
"What will we say then? That the Gentiles, who were not pursuing righteousness, laid hold of righteousness, the righteousness by faith. 31","Tinehoile, etiya amikhan pora ki kobo? Dharmikta jun to biswas pora pai, itu Porjati khan, kun pora dharmikta hobole bisara nai, taikhan pora he paise naki? 31",,,,
"But Israel, who did pursue a law of righteousness, did not arrive at that law. 32","Kintu Israel, kun he kanun pora dharmikta hobole bisarise, taikhan itu ke kanun dwara pa-a nai naki? 32",,,,
"Why not? Because they did not pursue it by faith, but as if by works. They stumbled over the stone of stumbling, 33","Kile huwa nai? Kilemane taikhan pora itu biswas pora bisara nai, kintu kaam kora pora he pabo eneka bhabise. Taikhan theng lagija pathor te lagi jaise, 33",,,,
"as it has been written, ""Look, I am laying in Zion a stone of stumbling and a rock of offense. He who believes in it will not be ashamed."" 1","eneka likha thaka nisena, “Sabi, Moi Zion te thogar kha pathor ekta rakhi di ase; aru kun pora Tai ke biswas kore, Tai kitia bi sorom nahobo.” 1",,,,
"Brothers, my heart's desire and my plea to God is for them, for their salvation. 2","Bhai khan, moi laga mon te itcha aru taikhan nimite Isor usorte prathana kora to taikhan poritran pabo nimite ase. 2",,,,
"For I testify about them that they have a zeal for God, but not according to knowledge. 3",Isor nimite taikhan mon juli thaka to moi bi sakhi di ase kintu thik buddhi pora kora nai. 3,,,,
"For, failing to understand the righteousness that comes from God, and seeking to establish their own righteousness, they did not submit to God’s righteousness. 4","Kilemane, taikhan Isor laga dharmikta najane, aru taikhan nijor laga dharmikta bona bole kosis korise. Taikhan to Isor laga dharmikta te nijor jibon diya nai. 4",,,,
For Christ is the fulfillment of the law for righteousness for everyone who believes. 5,Kilemane kun he biswas kore taikhan laga dharmikta nimite Khrista he kanun ke pura korise. 5,,,,
"For Moses writes about the righteousness that comes from the law: ""The man who does these things will live by them."" 6","Kilemane Moses pora likhi se dharmikta to kanun pora he ahe: “Kun manu kanun kowa khan kori ase, tai itu pora jinda thakibo.” 6",,,,
"But the righteousness that comes from faith says this: ""Do not say in your heart, 'Who will ascend into heaven?' (that is, to bring Christ down); 7","Kintu biswas pora aha laga dharmikta pora itu koi ase, “Tumi laga mon te eneka nakobi, ‘Kun sorgote uthi jabo?’ (Itu ase, Khrista ke nami anibo karone); 7",,,,
"and do not say, 'Who will descend into the abyss?'"" (that is, to bring Christ up from the dead). 8","aru nohoile eneka nokobi, ‘Kun norok te nami bo?’” (Itu ase, Khrista mora pora jinda uthai kena ani bole). 8",,,,
"But what does it say? ""The word is near you, in your mouth and in your heart."" That is the word of faith, which we proclaim. 9","Kintu itu pora ki koi ase? “Kotha to apni usorte he ase.” Itu biswas laga kotha ase, jun to amikhan prochar kori ase.” 9",,,,
"For if with your mouth you confess Jesus as Lord, and believe in your heart that God raised him from the dead, you will be saved. 10","Kilemane, jodi apni laga mukh pora Jisu ke Probhu eneka shikar korile, aru apni laga mon te Isor pora Tai mora pora jinda uthai dise eneka biswas korile, titia hoile apni poritran pabo. 10",,,,
"For with the heart one believes and has righteousness, and with the mouth one confesses and is saved. 11","Kilemane mon te biswas kora pora ekjon dharmik hoijai, aru mukh pora shikar korile poritran pai loi. 11",,,,
"For scripture says, ""Everyone who believes on him will not be put to shame."" 12","Kilemane pobitro kitab te eneka koi ase, “Kun pora taike biswas kore, taikhan kun ke bi sorom nadibo.” 12",,,,
"For there is no difference between Jew and Greek. For the same Lord is Lord of all, and he is rich to all who call upon him. 13","Kilemane Yehudi aru Yunani majote eku alag nai. Kilemane Probhu to sob laga Probhu ase, aru kun pora Tai ke mate, taikhan sob ke Tai laga dhun di ase. 13",,,,
For everyone who calls on the name of the Lord will be saved. 14,Kilemane kun pora Probhu laga naam mati ase tai khan sob poritran pabo. 14,,,,
How then can they call on him in whom they have not believed? How can they believe in him of whom they have not heard? How can they hear without a preacher? 15,Kintu taikhan pora biswas nakora ekjon laga naam kineka matibo? Aru kitia bi nahuna ekjon ke taikhan kineka biswas koribo? Aru kunba pora prochar nakorile taikhan kineka hunibo? 15,,,,
"Then how can they preach, unless they are sent?—As it is written, ""How beautiful are the feet of those who proclaim good news!"" 16","Aru taikhan ke napathaile, taikhan kineka prochar koribo? - Likha thaka nisena, “Bhal khobor prochar kora khan laga theng kiman bi sundur ase!” 16",,,,
"But not all of them obeyed the good news. For Isaiah says, ""Lord, who has believed our report?"" 17","Kintu taikhan sob pora susamachar laga kotha mana nai. Kilemane Isaiah koi ase, “Probhu, amikhan prochar kora huni kena kun biswas korise?” 17",,,,
"So faith comes from hearing, and hearing by the word of Christ. 18","Itu karone huna pora he biswas ahe, aru Khrista laga kotha prochar kora pora hunibo pai. 18",,,,
"But I say, ""Did they not hear?"" Yes, most certainly. ""Their sound has gone out into all the earth, and their words to the ends of the world."" 19","Kintu moi hudi ase, “Taikhan pora huna nai naki?” Hoi, hosa taikhan pora hunise. “Prithibi sob jaga te tai khan laga awaj jai jaise, Aru taikhan laga kotha pora duniya laga sob kona tak punchi se.” 19",,,,
"Moreover, I say, ""Did Israel not know?"" First Moses says, ""I will provoke you to jealousy by what is not a nation. By means of a nation without understanding, I will stir you up to anger."" 20","Kintu moi hudi ase, “Israel pora buja nai naki?” Moses pora prothom te koise, “Moi juntu desh bi nohoi, itu khan dwara tumikhan ke suku jolabo le dibo. Nabuja laga desh pora tumikhan ke khong uthibole dibo.” 20",,,,
"Then Isaiah was very bold when he says, ""I was found by those who did not seek me. I appeared to those who did not ask for me."" 21","Titia Isaiah mon dangor hoikena eneka koise, “Kun pora bisara nai taikhan pora Moike pai loise. Kun pora huda nai taikhan logote Moi nijor dikhai dise.” 21",,,,
"But to Israel he says, ""All the day long I reached out my hands to a disobedient and stubborn people."" 1","Kintu Israel laga eneka koi ase, “Pura din te Ami kotha namana aru jhagara kora manukhan uporte hath uthai kena thakise.” 1",,,,
"I say then, did God reject his people? May it never be. For I also am an Israelite, a descendant of Abraham, of the tribe of Benjamin. 2","Moi koi ase titia, Isor pora Tai nijor manu khan ke ninda korise naki? Kitia bi nohoi. Kilemane moi nijor bi Israel manu ekjon, Abraham laga khandan aru Benjamin laga jati laga ekjon ase. 2",,,,
"God did not reject his people, whom he foreknew. Do you not know what the scripture says about Elijah, how he pleaded with God against Israel? 3",Isor pora Tai nijor manu kunkhan ke Tai age pora janikena thakise taikhan ke ninda kora nai. Apnikhan pora pobitro kitab te Elijah pora Isor ke Israel birodh te ki anurodh korise itu jana nai naki? 3,,,,
"""Lord, they have killed your prophets, they have broken down your altars. I alone am left, and they are seeking my life."" 4","“Probhu, taikhan pora apni laga bhabobadi khan ke morai dise, taikhan apni laga girja laga saman rakha khan bhangai dise. Moi ekla he bachi jaise, aru etiya taikhan moike morai dibole bisari ase.” 4",,,,
"But what does God's answer say to him? ""I have reserved for myself seven thousand men who have not bent the knee to Baal."" 5",Kintu Isor taike ki jowab dise? “Ami nijor nimite sath hajar manu rakhi kena ase jun khan jhukikena Baal ke puja kora nai.” 5,,,,
"Even so then, at this present time also there is a remnant because of the choice of grace. 6","Etiya bi eneka he ase, etiya laga somoi te bi bisi komti manu ke he basise Isor laga kripa pora. 6",,,,
"But if it is by grace, it is no longer based on works. Otherwise grace would no longer be grace.  7","Hoile bi jodi itu anugraha pora hoi, tinehoile itu to tai laga kaam pora nohoi. Nohoile kripa to kripa nohoi jabo. 7",,,,
"What then? The thing that Israel was seeking, it did not obtain, but the chosen obtained it, and the rest were hardened. 8","Tinehoile ki ase? Israel laga manukhan ki bisarise, itu pa nai, hoile bi Isor pora basi luwa manu khan itu paise, aru dusra manu khan to mon tan hoi jaise. 8",,,,
